#Sample ID	Index.AO	all_data	Latitude	Longitude	Depth	Date.Collection	PlotCreated	Type	Dry.weight.g_g.2017	ResinP.ppm.2017	Soil.pH.water.2017	Soil.pH.CaCl2.2017	pH.water	pH.CaCl2	LOI.per	Total.C.per	Total.N.per	Total.P.mg_kg	DOC_mg.C_kg	DON_mg.N_kg	DOC_DON	NH4.mg.N_kg	NO3.mg.N_kg	TDN.mg.N_kg	DIN.mg.N_kg	ResinP.mg_kg	Meh.Al.mg.Al_kg	Meh.Ca.mg.Ca_kg	Meh.Fe.mg.Fe_kg	Meh.K.mg.K_kg	Meh.Mg.mg.Mg_kg	Meh.Mn.mg.Mn_kg	Meh.P.mg.P_kg	Meh.Zn.mg.Zn_kg	Ca_Mg	N.E_TP.mg_kg	N.E.Pi.mg_kg	NE.Po.mg_kg	C.N	C.P	N.P	C.Po	C.N.atomic	C.P.atomic	N.P.atomic	C.Po.atomic	TEB	ECEC	BS	FumRel.C	FumRel.N	FumRel.P	MUP	bisMUP	BG	NAG	SULF	MUP.1	bisMUP.1	MUP.2	bisMUP.2	PME.PDE	PME.PDE.1	MUP.SMBC.corr	bisMUP.SMBcorr	BG.SMB	NAG.SMB	SULF.SMB	BG.NA	BG.AP	NA.AP	MUP.TC	bisMUP.TC	BG.TC	NAG.TC	SULF.TC	SMB.C	SMB.N	SMB.P	SMB.C.N	SMB.C.P	SM.N.P	SMB.C.N.1	SMB.C.P.1	SM.N.P.1	Ox.Al	Ox.Fe	Ox.Mn	Ox.P	Ox.Al.1	Ox.Fe.1	Ox.Mn.1	Ox.P.1	DPS	Date.Soil.Measurements	MAT	MDR	MAXT	MINT	MAP	PSEA	Aridity_Index	NPP_2008_2019
P07_0402	174	yes	9.16093	-79.7427	0-10 cm	14-Aug-17	P07	plot	0.62	0.88	4.76	3.87	4.05	3.77	18.33	5.02	0.44	661	236	22.48	10.5	0	1.4	23.88	1.4	1.7	714.6	135.1	185.3	28.6	71.4	34.6	1.8	3.2	1.1	293.2	52.9	240.3	11.5	75.9	6.6	208.7	13.4	195.7	14.6	538.2	1.3	10.4	13	315.2	64.4	14	35.4	4.8	1.4	1.5	1.9	17.7	1.6	0	0	7.3	11	51	6.9	2	2.1	2.7	0.95	0.04	0.04	70.6	9.6	2.8	2.9	3.7	700	143	35	4.9	20	4.1	5.7	51.5	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	16-Mar-09	26.4	7	31.6	22	2513	59	1.78	0.65
P07_0404	175	yes	9.16093	-79.7427	0-10 cm	14-Aug-17	P07	plot	0.74	0.63	4.77	3.79	4.18	3.88	8.1	2.16	0.19	160	292	26.83	10.9	0.05	1.18	28.06	1.23	1.62	853.9	190.1	157.2	30.3	80.8	43.4	2.1	1.1	1.4	84	21.2	62.8	11.3	134.8	11.9	343.6	13.2	347.7	26.3	886.1	1.7	12.2	14	350.9	68.8	13.9	45.6	6.3	1.3	1.4	1.9	22.6	2	0.4	0	7.2	11.5	58	8.1	1.6	1.8	2.4	0.91	0.03	0.03	211.4	29.2	5.9	6.5	8.8	780	153	35	5.1	22.4	4.4	6	57.8	9.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	16-Mar-09	26.4	7	31.6	22	2513	59	1.78	0.65
P06_0202	182	yes	9.1565	-79.7442	0-10 cm	15-Aug-17	P06	plot	0.72	0.48	4.89	4.04	4.76	4.4	10.05	2.92	0.24	202	123	23.46	5.2	1.29	2.5	27.25	3.79	1	552.9	757.5	229.5	42.4	223.6	132.8	4.3	5.3	2.1	92.5	16.2	76.3	12.1	145	12	383	14.1	374	26.5	987.8	5.7	13.6	42	332.5	59.6	24.9	35.9	5.7	2.4	2.6	2.2	24.2	2.6	1.5	0.1	6.3	9.3	49	7.7	3.2	3.5	2.9	0.9	0.07	0.07	122.9	19.5	8.1	9	7.4	739	132	62	5.6	11.9	2.1	6.5	30.6	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-Oct-08	26.5	7	31.6	22.1	2476	59	1.74	0.65
P06_0204	183	yes	9.1565	-79.7442	0-10 cm	15-Aug-17	P06	plot	0.75	1.13	4.92	4	4.2	3.82	6.46	1.75	0.16	160	317	33.76	9.4	0.46	1.79	36.02	2.25	0.9	807.7	163.3	116.8	14.5	35.4	70.6	1.8	0.8	2.8	82.5	18.2	64.3	11.1	109.4	9.8	271.7	13	282	21.8	700.7	1.1	11	10	238.3	50.5	12.5	37.3	6.1	1.7	1.5	1.2	20.1	2.2	0.1	0	6.2	9.3	70	11.4	3.2	2.9	2.3	1.11	0.05	0.04	213.6	34.6	9.7	8.7	7.1	530	112	31	4.7	17	3.6	5.5	43.8	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-Oct-08	26.5	7	31.6	22.1	2476	59	1.74	0.65
P06_0303	185	yes	9.1565	-79.7442	0-10 cm	15-Aug-17	P06	plot	0.65	0.38	4.81	3.85	4.55	4.32	9.22	3.32	0.26	171	192	20.72	9.3	0.83	2.28	23.83	3.11	0.99	766.5	662.7	150.3	32.4	157.2	65	2.8	4.2	2.6	114.2	24.9	89.2	12.5	193.6	15.4	372	14.6	499.3	34.2	959.4	4.7	14.3	33	403.7	74.6	24.9	47.5	7.3	3.2	4	2.2	32.2	2.9	1.4	0.1	6.5	11.1	53	8.2	3.6	4.5	2.5	0.81	0.07	0.08	143.2	22	9.7	12	6.7	897	166	62	5.4	14.4	2.7	6.3	37.2	5.9	1.1	2.1	0.31	36.1	40.1	37.1	5.7	1.2	1.5	13-Oct-08	26.5	7	31.6	22.1	2476	59	1.74	0.65
P06_0402	187	yes	9.1565	-79.7442	0-10 cm	15-Aug-17	P06	plot	0.71	0.8	4.82	3.93	4.28	3.81	6.23	1.49	0.11	157	199	17.61	11.3	0.33	1.09	19.04	1.42	1.82	617.9	195.1	207.9	32.2	105.5	6.2	1.9	1.1	1.1	92.2	18.7	73.5	13.9	95	6.8	203.3	16.3	245	15.1	524.2	1.9	9.9	19	175.7	40.2	12.2	30.6	5.4	1.9	1.3	1.5	16.9	1.9	0.4	0.1	5.7	9	78	13.7	4.8	3.4	3.9	1.43	0.06	0.04	205.1	35.8	12.6	8.8	10.2	390	89	30	4.4	12.8	2.9	5.1	33	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-Oct-08	26.5	7	31.6	22.1	2476	59	1.74	0.65
P06_0404	188	yes	9.1565	-79.7442	0-10 cm	15-Aug-17	P06	plot	0.66	1.15	5.23	4.18	3.87	3.47	9.27	2.66	0.19	201	254	NA	NA	NA	NA	NA	NA	1.52	884.7	69.2	222.1	26.7	70.9	3.6	2	1.4	0.6	86.5	19.6	66.9	14.1	132.6	9.4	397.6	16.5	342.1	20.7	1025.3	1	12	8	317.5	73.8	18.2	69.6	11	1.6	3.1	4.1	28.1	2.9	0.1	0.1	6.3	9.8	99	15.7	2.3	4.4	5.8	0.52	0.02	0.04	261.6	41.5	6	11.5	15.3	706	164	45	4.3	15.5	3.6	5	40	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	13-Oct-08	26.5	7	31.6	22.1	2476	59	1.74	0.65
Sob_0202	195	yes	9.06202	-79.6402	0-10 cm	17-Aug-17	Soberania	plot	0.69	1.47	4.54	3.72	4.43	3.81	13.562	4.69	0.36	333.314	305.03	28.07	10.9	0.8	3.97	32.84	4.77	0.76	1508.65	175.14	173.93	20.66	42.8	5.01	4.9	1.34	2.5	134.3886916	43.49675796	90.89193362	NA	NA	NA		NA	NA	NA		1.3	19	7	315.3	70.4	46	33.7	6.6	0.9	0.7	0.7	NA	NA	0	0.1	5.147634471	#DIV/0!	48.15222518	9.354243284	1.239299392	0.986717962	1.039784736	1.255981385	0.025737116	0.020491638	71.93188761	13.97377534	1.851319316	1.474002194	1.553275648	700.7	156.3	115.1	4.5	6.1	1.4	5.2	15.7	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	03-Dec-14	26.3	7.5	31.9	21.7	2155	63	1.46	0.7
Sob_0204	196	yes	9.06202	-79.6402	0-10 cm	17-Aug-17	Soberania	plot	0.63	1.39	4.42	3.64	4.17	3.74	13.626	4.79	0.34	450.826	246.55	20.74	11.9	0.65	2.78	24.17	3.43	2.59	1437.5	44.03	249.68	21.61	20.33	3.03	5.19	0.77	1.3	170.5024823	56.30552015	114.1969622	NA	NA	NA		NA	NA	NA		0.4	17.8	2	307	61.4	38	32.9	4.9	2.3	1.2	0.5	NA	NA	0	0.1	6.712391099	#DIV/0!	48.22190455	7.184012945	3.366327665	1.734926547	0.724625673	1.940328638	0.069809098	0.035977976	68.66239253	10.22920022	4.793259696	2.470333943	1.031782815	682.2	136.3	95	5	7.2	1.4	5.8	18.5	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	03-Dec-14	26.3	7.5	31.9	21.7	2155	63	1.46	0.7
Sob_0303	198	yes	9.06202	-79.6402	0-10 cm	17-Aug-17	Soberania	plot	0.65	1.05	4.29	3.5	4.12	3.71	12.114	3.91	0.31	452.065	264.94	26.2	10.1	1.28	3.18	30.65	4.46	5.98	1101.42	9.97	301.32	29.04	18.31	1.59	5	0.43	0.3	132.1651796	43.71251994	88.45265969	NA	NA	NA		NA	NA	NA		0.3	14.2	2	395.9	80.7	42.3	48.1	9.2	1.6	1.1	0.8	NA	NA	0	0.1	5.198524729	#DIV/0!	54.63406161	10.50953193	1.769605281	1.285804426	0.869373698	1.376263175	0.032390147	0.02353485	122.9790643	23.65653156	3.983309957	2.894293788	1.956925052	879.9	179.3	105.8	4.9	8.3	1.7	5.7	21.4	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	03-Dec-14	26.3	7.5	31.9	21.7	2155	63	1.46	0.7
Sob_0402	200	yes	9.06202	-79.6402	0-10 cm	17-Aug-17	Soberania	plot	0.68	2.23	4.46	3.64	4.26	3.7	12.946	4.33	0.32	490.737	224.59	18.3	12.3	1.77	4.81	24.88	6.57	2.69	1273.05	115.83	290.43	25.85	42.46	2.08	6.53	0.61	1.7	156.1108029	63.17022133	92.9405816	NA	NA	NA		NA	NA	NA		1	16.7	6	283.2	60.1	54.6	19.9	3.8	1.4	0.8	0.5	NA	NA	0	0.1	5.227719614	#DIV/0!	31.64488545	6.053286669	2.292577526	1.231347832	0.781526861	1.861843961	0.072447016	0.038911433	45.95887456	8.791380937	3.329583326	1.788325657	1.135036341	629.3	133.5	136.6	4.7	4.6	1	5.5	11.9	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	03-Dec-14	26.3	7.5	31.9	21.7	2155	63	1.46	0.7
Sob_0404	201	yes	9.06202	-79.6402	0-10 cm	17-Aug-17	Soberania	plot	0.67	0.98	5.32	4.47	3.82	3.5	16.154	6.2	0.51	565.692	240.51	24.25	9.9	2.12	13.62	39.99	15.74	2.78	1012.16	40.29	524.52	28.51	29.49	3.29	6.32	0.76	0.8	167.3386359	53.34039072	113.9982452	NA	NA	NA		NA	NA	NA		0.5	14.6	4	291.1	54	64.4	42	6.1	2.7	1.5	0.3	NA	NA	0	0.1	6.876232312	#DIV/0!	64.86966564	9.433896747	4.234112527	2.265947587	0.470224869	1.868583612	0.065271071	0.034930773	67.62350865	9.834383945	4.413858809	2.362141453	0.490186826	646.8	119.9	161.1	5.4	4	0.7	6.3	10.4	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	03-Dec-14	26.3	7.5	31.9	21.7	2155	63	1.46	0.7
ElCh_0202	208	yes	9.08405	-79.6634	0-10 cm	21-Aug-17	ElCharco	plot	0.67	5.35	5.93	5.1	5.42	5.28	8.75	2.53	0.22	647	42	3.89	11	1.28	1.35	6.51	2.63	2.65	794.1	1306.9	191.4	48.8	432.1	236.1	2.6	5.9	1.8	222.1	67.9	154.2	11.4	39	3.4	163.8	13.3	100.7	7.6	422.4	10.2	20.9	49	315	41.5	19.7	17.3	3.5	3.9	4.2	3.3	10.8	1.3	4.6	0.6	5	8.3	25	5	5.5	6.1	4.7	0.91	0.22	0.24	68.7	13.8	15.3	16.8	12.9	700	92	49	7.6	14.2	1.9	8.8	36.6	4.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	27-Oct-08	26	7.4	31.3	21.5	2313	63	1.58	0.7
ElCh_0204	209	yes	9.08405	-79.6634	0-10 cm	21-Aug-17	ElCharco	plot	0.71	1.11	4.79	3.81	4.82	4.61	11.6	3.37	0.31	704	118	13.09	9	0.45	2.1	15.64	2.55	4.18	1177.6	917.8	113.6	145.3	178.3	77.1	5.5	3	3.1	238.7	96.2	142.6	11	47.9	4.4	236.5	12.8	123.6	9.6	609.9	6.4	20.4	31	446.1	82	32.5	27.4	5.2	5.4	3.4	3	18.9	2.5	2.8	0.4	5.3	7.6	28	5.2	5.5	3.5	3	1.59	0.2	0.12	81.2	15.3	16.1	10.1	8.8	991	182	81	5.4	12.2	2.2	6.3	31.5	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	27-Oct-08	26	7.4	31.3	21.5	2313	63	1.58	0.7
ElCh_0303	211	yes	9.08405	-79.6634	0-10 cm	21-Aug-17	ElCharco	plot	0.74	2.46	5.78	4.56	5.19	4.97	7.5	2.08	0.2	645	68	10.9	6	0.35	0.88	12.12	1.23	2.85	955.7	889.7	173	24.3	190.9	228.8	2.9	7.5	2.8	235.9	98.1	137.9	10.5	32.3	3.1	150.8	12.3	83.2	6.8	388.9	6.1	18.5	33	197.3	31.1	15.7	13.7	2.8	3.8	2.3	0.7	9.2	1.2	2.7	0.3	4.9	7.4	31	6.4	8.6	5.3	1.6	1.63	0.27	0.17	66	13.5	18.1	11.1	3.4	438	69	39	6.3	11.2	1.8	7.4	28.9	3.9	1	4	1.99	104.5	35.4	71.8	36.2	3.4	3.1	27-Oct-08	26	7.4	31.3	21.5	2313	63	1.58	0.7
ElCh_0402	213	yes	9.08405	-79.6634	0-10 cm	21-Aug-17	ElCharco	plot	0.71	3.5	5.82	4.91	4.49	4.3	6.54	1.55	0.14	625	118	13.29	9	0.32	0.61	14.22	0.93	2.88	1261.2	486.9	168.9	36.3	149.2	244.1	4.4	6.3	2	228	107.4	120.6	11.1	24.8	2.2	128.5	13	63.9	4.9	331.3	3.8	19.6	19	130.3	17.9	7.3	6.8	1.8	1.4	1.3	1.1	4.1	0.6	0.4	0	3.8	6.7	23	6.1	5	4.6	3.7	1.07	0.21	0.2	43.7	11.5	9.3	8.7	6.8	289	40	18	7.3	15.9	2.2	8.5	41.1	4.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	27-Oct-08	26	7.4	31.3	21.5	2313	63	1.58	0.7
ElCh_0404	214	yes	9.08405	-79.6634	0-10 cm	21-Aug-17	ElCharco	plot	0.7	0.6	4.43	3.53	4.03	3.84	9.78	2.72	0.22	617	249	20.58	12	0.9	1.57	23.05	2.47	3.59	1611.5	233.6	120.5	38.1	86.9	152.9	5	3.2	1.6	197.8	88.3	109.4	12.1	44.2	3.6	248.9	14.1	113.9	8.1	641.9	2	21.1	9	322.8	56.2	24.1	20.5	3.8	2.9	2	1.8	13.1	1.5	0.3	0.1	5.4	8.9	29	5.3	4	2.8	2.6	1.42	0.14	0.1	75.3	13.9	10.6	7.5	6.8	717	125	60	5.7	11.9	2.1	6.7	30.6	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	27-Oct-08	26	7.4	31.3	21.5	2313	63	1.58	0.7
P16_0202	221	yes	9.14674	-79.7125	0-10 cm	22-Aug-17	P16	plot	0.65	0.36	6.27	5.37	5.39	4.41	14.2	2.73	0.26	282.9	198	21.77	9.1	0.1	3.4	25.28	3.5	0.83	868.3	825.4	168.1	40	511	220.7	2	2.3	1	NA	NA	NA	10.5	NA	NA		12.3	NA	NA		8.4	19.8	43	177.6	19.6	17.9	30	4.8	2.7	2.4	2.6	15.2	1.6	0.2	0.2	6.2	9.5	76	12.3	6.8	6.1	6.5	1.11	0.09	0.08	NA	NA	NA	NA	NA	395	44	45	9.1	8.8	1	10.6	22.8	2.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	09-Dec-08	25.9	7.1	31.1	21.4	2482	61	1.73	0.65
P16_0204	222	yes	9.14674	-79.7125	0-10 cm	22-Aug-17	P16	plot	0.62	0.79	6.14	5.01	6.03	5.07	16.7	3.47	0.32	338.4	145	16.19	9	1.19	3.4	20.78	4.59	0.6	714.1	1339.4	185.8	32.1	573.5	238.2	2	2.8	1.4	NA	NA	NA	10.9	NA	NA		12.7	NA	NA		11.5	21.3	54	429.5	60.7	24.5	36.4	6.9	3.1	3	4	18.3	2.3	4.6	0.7	5.3	8	38	7.2	3.3	3.1	4.2	1.05	0.09	0.08	NA	NA	NA	NA	NA	954	135	61	7.1	15.6	2.2	8.3	40.1	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	09-Dec-08	25.9	7.1	31.1	21.4	2482	61	1.73	0.65
P16_0402	226	yes	9.14674	-79.7125	0-10 cm	22-Aug-17	P16	plot	0.66	0.59	5.62	4.6	6.29	5.38	16.69	4.29	0.37	364	155	16.96	9.1	1.77	2.49	21.23	4.26	0.58	809.3	1732.1	145.3	45.1	770	124.3	2	0.9	1.4	43.9	27.1	16.8	11.5	117.7	10.3	2553.2	13.4	303.6	22.7	6584.4	15.1	25.3	60	687.7	82.3	25.2	37.8	7	3.8	3.7	3.4	19.1	2.6	7.7	1	5.4	7.3	25	4.6	2.5	2.4	2.2	1.02	0.1	0.1	88.2	16.3	8.8	8.6	7.8	1528	183	63	8.4	24.3	2.9	9.7	62.6	6.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	09-Dec-08	25.9	7.1	31.1	21.4	2482	61	1.73	0.65
P16_0404	227	yes	9.14674	-79.7125	0-10 cm	22-Aug-17	P16	plot	0.6	1.58	6.34	5.5	5.44	4.35	11.02	2.15	0.2	197	181	13	13.9	1.73	0.17	14.9	1.9	0.12	1121.9	488.6	56.3	8.7	544	48.4	1.2	-0.1	0.5	112.8	9.6	103.2	10.8	109.4	10.1	208.7	12.6	282	22.4	538.2	6.9	19.9	35	198.1	15.7	NA	8.9	2.4	0.8	0.7	0.3	3.2	0.6	0	0	3.8	5.1	20	5.4	1.8	1.6	0.8	1.16	0.09	0.08	41.6	11	3.8	3.2	1.6	440	35	0	12.6	NA	NA	14.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	09-Dec-08	25.9	7.1	31.1	21.4	2482	61	1.73	0.65
P27_0202	234	yes	9.08048	-79.6451	0-10 cm	23-Aug-17	P27	plot	0.59	7.51	6.44	5.42	5.81	5.36	8.51	2.06	0.19	166	39	2.49	15.6	1.43	0.77	4.69	2.2	4.34	662.6	3059.5	344.7	179.5	771.9	48.9	5.6	3.5	2.4	86.6	24.5	62.1	10.9	123.7	11.3	331.3	12.7	318.9	25.1	854.3	22.1	31.5	70	193.9	33.9	13.5	12.7	2.4	7	5.7	4	7.9	1.2	4.2	0.6	5.4	6.8	29	5.5	16.2	13.2	9.4	1.23	0.55	0.45	61.7	11.5	33.9	27.6	19.7	431	75	34	5.7	12.8	2.2	6.7	33	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-Oct-08	25.9	7.5	31.3	21.4	2290	63	1.57	0.7
P27_0204	235	yes	9.08048	-79.6451	0-10 cm	23-Aug-17	P27	plot	0.47	8.55	7.08	6.15	5.87	5.48	17.64	3.12	0.28	689	45	4.74	9.4	2.1	1.01	7.85	3.11	7.06	711.5	2061.2	182.9	179.5	427	44.2	6.1	11.2	2.9	352.2	96.7	255.5	11.3	45.2	4	122	13.2	116.7	8.9	314.6	14.3	23.3	61	182.3	34.7	19.7	10.7	2.2	3.8	3.3	4.1	6.1	1.1	2.3	0.4	4.8	5.5	26	5.5	9.4	8.1	10	1.16	0.36	0.31	34.4	7.1	12.2	10.5	13	405	77	49	5.3	8.2	1.6	6.1	21.2	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-Oct-08	25.9	7.5	31.3	21.4	2290	63	1.57	0.7
P27_0303	237	yes	9.08048	-79.6451	0-10 cm	23-Aug-17	P27	plot	0.64	2.41	6.21	5.12	5.62	5.16	16.21	2.08	0.18	440	46	2.73	16.7	1.29	1.28	5.3	2.57	2.56	654.5	1545	133.7	164.3	639	77.2	3.4	2.1	1.5	194.5	35.4	159.1	11.8	47.4	4	130.8	13.8	122.1	8.9	337.4	13.4	21.7	62	137.1	14.9	15.1	12	2.5	3.2	2.3	3.3	7	1.1	0.9	0.2	4.8	6.3	40	8.2	10.6	7.5	10.7	1.41	0.27	0.19	57.8	12	15.5	11	15.6	305	33	38	9.2	8.1	0.9	10.7	20.8	1.9	1.5	8.5	0.69	145.1	57.4	152	12.5	4.7	2.2	06-Oct-08	25.9	7.5	31.3	21.4	2290	63	1.57	0.7
P27_0402	239	yes	9.08048	-79.6451	0-10 cm	23-Aug-17	P27	plot	0.66	5	6.62	5.54	5.82	5.54	7.57	1.91	0.17	171	71	8.51	8.3	1.84	2.6	12.95	4.44	9.05	632.2	4209	201.2	176.9	1144.2	83.9	5.7	4.8	2.2	82.7	20.8	61.9	11.1	111.2	10	307.9	13	286.7	22.1	793.9	30.9	39.3	79	535.6	81.2	61.3	25.1	4.2	7.8	11.1	9.6	15.4	2.1	13	1.8	5.9	7.4	21	3.6	6.5	9.4	8.1	0.7	0.31	0.44	131.5	22.3	40.9	58.5	50.5	1190	180	153	6.6	7.8	1.2	7.7	20	2.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-Oct-08	25.9	7.5	31.3	21.4	2290	63	1.57	0.7
P27_0404	240	yes	9.08048	-79.6451	0-10 cm	23-Aug-17	P27	plot	0.67	0.63	6.29	5.14	5.17	4.71	15.53	1.28	0.12	394	73	5.96	12.2	1.42	0.26	7.65	1.69	1.08	688.9	1032.6	118.6	109	375.5	84.1	2.2	1.6	1.7	153.5	37.9	115.6	10.6	32.4	3.1	110.4	12.3	83.7	6.8	284.8	8.5	17.1	50	110.3	14.6	4.4	5.9	1.8	1.9	1.2	1.3	4.2	0.9	0.2	0.1	3.3	4.6	24	7.4	7.8	4.7	5.3	1.64	0.32	0.2	46.1	14.2	14.9	9.1	10.2	245	32	11	7.5	22.2	2.9	8.8	57.2	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	06-Oct-08	25.9	7.5	31.3	21.4	2290	63	1.57	0.7
Carit_0204	248	yes	9.08519	-79.6077	0-10 cm	24-Aug-17	Caritas	plot	0.62	2.64	6.78	5.98	7.05	6.33	16.01	4.35	0.4	405	53	6.93	8	0.73	1.92	9.58	2.65	2.61	850.8	3340.7	172	315	460.5	94.4	2.7	2.2	4.4	297.6	29.5	268.2	10.9	107.6	9.8	162.3	12.8	277.4	21.7	418.6	21.3	32	66	274.4	68.6	21.3	11	1.6	3.1	3.5	3.1	5.4	0.7	12.6	1.3	6.7	7.7	18	2.7	5	5.8	5.1	0.86	0.28	0.32	25.3	3.8	7	8.1	7.1	610	153	53	4	11.4	2.9	4.7	29.5	6.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	17-Nov-08	26	7.5	31.3	21.3	2200	63	1.5	0.7
Carit_0303	250	yes	9.08519	-79.6077	0-10 cm	24-Aug-17	Caritas	plot	0.56	5.69	7.17	6.44	6.86	5.8	39.87	2.33	0.19	393	35	3.57	10	0.57	0.3	4.43	0.87	4.72	952.8	3020	169.3	316.9	1034.5	80.9	4.5	1.2	1.8	163.2	43.4	119.8	12.4	59.4	4.8	194.7	14.4	153.1	10.6	502.2	24.4	36.2	67	157	23.5	19.8	9.1	1.4	4.1	3	2.5	6	0.6	3	0.4	6.5	10.3	26	4	11.8	8.6	7.2	1.37	0.45	0.33	38.8	6	17.6	12.9	10.7	349	52	50	6.7	7	1.1	7.8	18.1	2.3	1.4	3.2	0.47	49.9	53.2	56.6	8.5	1.6	1.5	17-Nov-08	26	7.5	31.3	21.3	2200	63	1.5	0.7
Carit_0402	252	yes	9.08519	-79.6077	0-10 cm	24-Aug-17	Caritas	plot	0.67	2.53	7.15	6.11	6.96	6.23	11.68	10.95	0.72	786	77	11.17	7	0.94	5.56	17.67	6.51	11	695.5	6987.6	191.4	229.1	1094.2	94.5	6.7	6.6	3.9	183.6	74.6	109.1	15.2	139.3	9.2	1003.7	17.7	359.2	20.3	2588.5	44.5	53.6	83	542	111.2	73.9	27.4	3.3	7.7	7.2	8.6	13.2	1.4	32.8	3	8.2	9.5	23	2.8	6.4	5.9	7.1	1.07	0.28	0.26	25	3	7	6.5	7.8	1204	247	185	4.9	6.5	1.3	5.7	16.8	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	17-Nov-08	26	7.5	31.3	21.3	2200	63	1.5	0.7
Carit_0404	253	yes	9.08519	-79.6077	0-10 cm	24-Aug-17	Caritas	plot	0.65	3.34	6.96	6.15	7.36	6.47	12.38	3.83	0.32	409	67	9.6	7	1.21	2.09	12.91	3.3	2.8	835.1	3819.2	173.5	140.1	539.5	133.8	3.4	2.4	4.3	177.7	24.2	153.4	12	93.5	7.8	249.5	14	241.1	17.3	643.4	23.9	34.6	69	265.1	46.7	27.9	7.2	1.2	2.4	4	2.4	3.7	0.5	11.6	1.3	6.2	6.9	12	2	4.1	6.7	4	0.61	0.34	0.55	18.8	3	6.3	10.3	6.2	589	104	70	5.7	8.5	1.5	6.6	21.8	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	17-Nov-08	26	7.5	31.3	21.3	2200	63	1.5	0.7
Rou_0202	260	yes	9.334823	-79.780851	0-10 cm	28-Aug-17	Roubik	plot	0.58	0.1	4.95	3.95	4.61	4.17	18.31	4.76	0.34	133.5	426.05	36.12	11.8	1.14	5.18	42.44	6.32	0.1	1129.98	30.77	77.91	23.14	20.74	1.94	1.24	0.57	0.9	69.1	22.1	47	NA	NA	NA		NA	NA	NA		0.4	13.4	3	496.3	47.4	16.14	111.8	20.1	1.5	4.4	1.4	NA	NA	0.5	0	5.5	#DIV/0!	101	18.3	1.3	4	1.3	0.33	0.01	0.04	234.9	42.3	3.1	9.3	2.9	1102.9	105.3	40.3	10.5	27.3	2.6	12.2	70.5	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	15-Dec-14	25.5	6.6	30.4	21.3	3105	55	2.29	0.7
Rou_0204	261	yes	9.334823	-79.780851	0-10 cm	28-Aug-17	Roubik	plot	0.59	0.14	4.94	3.96	4.86	4.19	22.73	6.45	0.43	187.7	352.88	29.05	12.1	0.61	3.43	33.09	4.04	0.11	1123.83	141.19	75.88	19.25	44.78	8.3	1.66	0.73	1.9	113.6	35.6	78	NA	NA	NA		NA	NA	NA		1.1	14.1	8	669.2	70.1	27.21	116.1	19.4	2.4	5.2	1.8	NA	NA	0.6	0.1	6	#DIV/0!	78	13	1.6	3.5	1.2	0.46	0.02	0.05	180	30.1	3.7	8.1	2.8	1487	155.8	68	9.5	21.9	2.3	11.1	56.4	5.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	15-Dec-14	25.5	6.6	30.4	21.3	3105	55	2.29	0.7
Rou_0303	263	yes	9.334823	-79.780851	0-10 cm	28-Aug-17	Roubik	plot	0.63	0.13	4.76	3.81	4.66	3.94	22.28	5.78	0.39	114.28	369.41	29.61	12.5	0.2	1.75	31.55	1.94	0.13	905.55	24.69	136.72	20.61	51.35	1.44	1.07	0.47	0.3	67.4	21.3	46.2	NA	NA	NA		NA	NA	NA		0.6	11.4	5	607.3	64	16.92	118.7	25.5	1.5	4.3	1.3	NA	NA	1.2	0.1	4.6	#DIV/0!	88	18.9	1.1	3.2	1	0.36	0.01	0.04	205.4	44.2	2.7	7.4	2.3	1349.6	142.1	42.3	9.5	31.9	3.4	11.1	82.3	7.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	15-Dec-14	25.5	6.6	30.4	21.3	3105	55	2.29	0.7
